layer,f1_macro,f1_capable_failed,f1_deception,f1_deception_rejection,f1_honest_mistake,f1_natural_deception,f1_truth,cm_capable_failed_capable_failed,cm_norm_capable_failed_capable_failed,cm_capable_failed_deception,cm_norm_capable_failed_deception,cm_capable_failed_deception_rejection,cm_norm_capable_failed_deception_rejection,cm_capable_failed_honest_mistake,cm_norm_capable_failed_honest_mistake,cm_capable_failed_natural_deception,cm_norm_capable_failed_natural_deception,cm_capable_failed_truth,cm_norm_capable_failed_truth,cm_deception_capable_failed,cm_norm_deception_capable_failed,cm_deception_deception,cm_norm_deception_deception,cm_deception_deception_rejection,cm_norm_deception_deception_rejection,cm_deception_honest_mistake,cm_norm_deception_honest_mistake,cm_deception_natural_deception,cm_norm_deception_natural_deception,cm_deception_truth,cm_norm_deception_truth,cm_deception_rejection_capable_failed,cm_norm_deception_rejection_capable_failed,cm_deception_rejection_deception,cm_norm_deception_rejection_deception,cm_deception_rejection_deception_rejection,cm_norm_deception_rejection_deception_rejection,cm_deception_rejection_honest_mistake,cm_norm_deception_rejection_honest_mistake,cm_deception_rejection_natural_deception,cm_norm_deception_rejection_natural_deception,cm_deception_rejection_truth,cm_norm_deception_rejection_truth,cm_honest_mistake_capable_failed,cm_norm_honest_mistake_capable_failed,cm_honest_mistake_deception,cm_norm_honest_mistake_deception,cm_honest_mistake_deception_rejection,cm_norm_honest_mistake_deception_rejection,cm_honest_mistake_honest_mistake,cm_norm_honest_mistake_honest_mistake,cm_honest_mistake_natural_deception,cm_norm_honest_mistake_natural_deception,cm_honest_mistake_truth,cm_norm_honest_mistake_truth,cm_natural_deception_capable_failed,cm_norm_natural_deception_capable_failed,cm_natural_deception_deception,cm_norm_natural_deception_deception,cm_natural_deception_deception_rejection,cm_norm_natural_deception_deception_rejection,cm_natural_deception_honest_mistake,cm_norm_natural_deception_honest_mistake,cm_natural_deception_natural_deception,cm_norm_natural_deception_natural_deception,cm_natural_deception_truth,cm_norm_natural_deception_truth,cm_truth_capable_failed,cm_norm_truth_capable_failed,cm_truth_deception,cm_norm_truth_deception,cm_truth_deception_rejection,cm_norm_truth_deception_rejection,cm_truth_honest_mistake,cm_norm_truth_honest_mistake,cm_truth_natural_deception,cm_norm_truth_natural_deception,cm_truth_truth,cm_norm_truth_truth
10,0.39376251966837295,0.3590805196058898,0.7444630795680771,0.3787709819791506,0.5820331638055356,0.05619337856082921,0.24203399449075494,1126,0.33712574850299404,69,0.02065868263473054,23,0.0068862275449101795,1810,0.5419161676646707,6,0.0017964071856287425,306,0.09161676646706587,17,0.004862700228832952,2892,0.8272311212814645,255,0.07294050343249428,221,0.06321510297482838,0,0.0,111,0.031750572082379865,22,0.01510989010989011,895,0.6146978021978022,417,0.2864010989010989,91,0.0625,1,0.0006868131868131869,30,0.020604395604395604,699,0.1266763320043494,183,0.033164189923885465,25,0.004530627038782167,4352,0.7886915549111997,54,0.009786154403769481,205,0.03715114171801377,349,0.13976772126551862,83,0.03323988786543853,9,0.003604325190228274,1879,0.7525030036043252,74,0.029635562675210253,103,0.04124949939927913,715,0.29766860949208995,152,0.06328059950041633,16,0.006661115736885929,1083,0.45087427144046627,1,0.00041631973355537054,435,0.18109908409658618
11,0.41108210355142,0.3684090206604807,0.7723763024138561,0.4138749013010563,0.5910764260166262,0.05628278039724353,0.2644731905192569,1154,0.34550898203592817,35,0.010479041916167664,3,0.0008982035928143712,1795,0.5374251497005988,8,0.0023952095808383233,345,0.10329341317365269,4,0.0011441647597254005,2955,0.8452517162471396,275,0.07866132723112128,169,0.048340961098398166,1,0.0002860411899313501,92,0.02631578947368421,10,0.006868131868131868,901,0.6188186813186813,462,0.3173076923076923,64,0.04395604395604396,0,0.0,19,0.01304945054945055,699,0.1266763320043494,108,0.019572308807538963,19,0.003443276549474447,4414,0.7999275099673795,47,0.008517578832910475,231,0.041862993838347226,350,0.14016820184221065,46,0.0184221065278334,11,0.004405286343612335,1890,0.7569082899479376,74,0.029635562675210253,126,0.05046055266319584,706,0.2939217318900916,110,0.04579517069109076,8,0.0033305578684429643,1086,0.4521232306411324,1,0.00041631973355537054,491,0.20441298917568693
12,0.4065063342069129,0.3698918362046614,0.760964770703232,0.42424482203894265,0.5865463564579428,0.0445157698576159,0.25287444997908254,1157,0.3464071856287425,42,0.012574850299401197,7,0.002095808383233533,1781,0.5332335329341318,2,0.0005988023952095808,351,0.10508982035928144,6,0.0017162471395881006,2902,0.830091533180778,298,0.08524027459954234,190,0.05434782608695652,0,0.0,100,0.028604118993135013,10,0.006868131868131868,879,0.6037087912087912,480,0.32967032967032966,71,0.048763736263736264,0,0.0,16,0.01098901098901099,691,0.12522653135193912,139,0.02519028633562885,10,0.001812250815512867,4389,0.7953968829285973,46,0.008336353751359188,243,0.044037694816962666,348,0.13936724068882658,50,0.020024028834601523,2,0.0008009611533840609,1916,0.7673207849419303,58,0.023227873448137766,123,0.04925911093311974,703,0.2926727726894255,119,0.04954204829308909,10,0.004163197335553705,1100,0.4579517069109076,1,0.00041631973355537054,469,0.19525395503746878
13,0.42698781436168837,0.38417133247580315,0.7962740857616337,0.4599196940802847,0.6029797298213562,0.04967069878626683,0.26891134524478544,1216,0.36407185628742517,16,0.004790419161676647,6,0.0017964071856287425,1774,0.5311377245508982,2,0.0005988023952095808,326,0.09760479041916167,6,0.0017162471395881006,3035,0.8681350114416476,293,0.08381006864988558,74,0.02116704805491991,0,0.0,88,0.02517162471395881,5,0.003434065934065934,874,0.6002747252747253,529,0.3633241758241758,38,0.0260989010989011,0,0.0,10,0.006868131868131868,680,0.12323305545487495,67,0.012142080463936208,10,0.001812250815512867,4482,0.8122508155128669,44,0.007973903588256614,235,0.04258789416455237,364,0.14577492991589908,27,0.010812975570684821,4,0.0016019223067681217,1906,0.76331597917501,65,0.026031237484981977,131,0.05246295554665599,720,0.2997502081598668,108,0.044962531223980015,2,0.0008326394671107411,1074,0.44712739383846795,2,0.0008326394671107411,496,0.20649458784346378
14,0.44223190814052143,0.384456285608505,0.8108570036910399,0.49255112702250914,0.6157892804958514,0.05577353519403279,0.29396421683119023,1212,0.362874251497006,3,0.0008982035928143712,5,0.0014970059880239522,1715,0.5134730538922155,1,0.0002994011976047904,404,0.12095808383233533,0,0.0,3057,0.8744279176201373,315,0.09010297482837529,32,0.009153318077803204,0,0.0,92,0.02631578947368421,1,0.0006868131868131869,861,0.5913461538461539,582,0.39972527472527475,7,0.004807692307692308,0,0.0,5,0.003434065934065934,678,0.12287060529177238,16,0.002899601304820587,3,0.0005436752446538601,4538,0.822399420079739,46,0.008336353751359188,237,0.042950344327654946,356,0.14257108530236284,4,0.0016019223067681217,2,0.0008009611533840609,1915,0.7669203043652383,73,0.02923508209851822,147,0.05887064477372848,717,0.29850124895920066,103,0.04288093255620316,1,0.00041631973355537054,1014,0.4221482098251457,0,0.0,567,0.23605328892589508
15,0.4503217066190726,0.4030812211310647,0.8121834374028966,0.5205323025061734,0.6184100006770957,0.05656743947634626,0.29115583852085913,1290,0.38622754491017963,5,0.0014970059880239522,0,0.0,1657,0.49610778443113773,2,0.0005988023952095808,386,0.1155688622754491,1,0.0002860411899313501,3047,0.8715675057208238,318,0.09096109839816933,29,0.008295194508009153,0,0.0,101,0.028890160183066362,1,0.0006868131868131869,821,0.5638736263736264,627,0.43063186813186816,4,0.0027472527472527475,0,0.0,3,0.0020604395604395605,672,0.12178325480246466,20,0.003624501631025734,5,0.0009061254077564335,4531,0.8211308445088801,41,0.007430228343602754,249,0.04512504530627039,357,0.14297156587905488,6,0.0024028834601521826,0,0.0,1925,0.7709251101321586,74,0.029635562675210253,135,0.054064877853424106,740,0.3080766028309742,108,0.044962531223980015,3,0.0012489592006661116,990,0.4121565362198168,2,0.0008326394671107411,559,0.23272273105745211
16,0.461806024605266,0.40956846246145373,0.8222352763257526,0.5709916672968351,0.6249992322171904,0.05273782156540777,0.2903036877649565,1346,0.4029940119760479,3,0.0008982035928143712,2,0.0005988023952095808,1566,0.4688622754491018,2,0.0005988023952095808,421,0.12604790419161677,1,0.0002860411899313501,3034,0.8678489702517163,344,0.09839816933638444,25,0.007151029748283753,0,0.0,92,0.02631578947368421,1,0.0006868131868131869,723,0.4965659340659341,722,0.4958791208791209,6,0.004120879120879121,0,0.0,4,0.0027472527472527475,695,0.12595143167814427,16,0.002899601304820587,2,0.0003624501631025734,4522,0.8194998187749184,48,0.008698803914461761,235,0.04258789416455237,375,0.15018021625951142,7,0.002803364036844213,0,0.0,1909,0.7645174209050861,69,0.0276331597917501,137,0.05486583900680817,815,0.339300582847627,101,0.04204829308909242,2,0.0008326394671107411,925,0.3850957535387177,0,0.0,559,0.23272273105745211
17,0.4668296443752107,0.4278313178169834,0.8265124685879879,0.5887145458531646,0.6296406519812308,0.057120822669720975,0.2711580593421762,1430,0.4281437125748503,0,0.0,1,0.0002994011976047904,1499,0.4488023952095808,3,0.0008982035928143712,407,0.1218562874251497,0,0.0,3038,0.8689931350114416,345,0.09868421052631579,12,0.003432494279176201,0,0.0,101,0.028890160183066362,1,0.0006868131868131869,695,0.47733516483516486,754,0.5178571428571429,6,0.004120879120879121,0,0.0,0,0.0,691,0.12522653135193912,9,0.0016310257339615802,3,0.0005436752446538601,4534,0.8216745197535339,48,0.008698803914461761,233,0.0422254440014498,364,0.14577492991589908,0,0.0,0,0.0,1923,0.7701241489787746,75,0.030036043251902282,135,0.054064877853424106,859,0.35761865112406327,113,0.04704412989175687,3,0.0012489592006661116,910,0.37885095753538717,2,0.0008326394671107411,515,0.21440466278101583
18,0.47068235027431893,0.4271885132368425,0.8245531930102571,0.5906800425366715,0.6321800900531779,0.058579551007141385,0.2909127118018236,1433,0.4290419161676647,1,0.0002994011976047904,0,0.0,1491,0.44640718562874254,2,0.0005988023952095808,413,0.12365269461077845,0,0.0,3013,0.8618421052631579,360,0.10297482837528604,17,0.004862700228832952,0,0.0,106,0.03032036613272311,2,0.0013736263736263737,684,0.4697802197802198,763,0.5240384615384616,7,0.004807692307692308,0,0.0,0,0.0,700,0.12685755708590069,8,0.0014498006524102935,2,0.0003624501631025734,4539,0.8225806451612904,50,0.009061254077564335,219,0.039688292859731786,369,0.14777733279935923,6,0.0024028834601521826,0,0.0,1910,0.7649179014817782,77,0.030837004405286344,135,0.054064877853424106,863,0.35928393005828474,100,0.041631973355537054,2,0.0008326394671107411,878,0.3655287260616153,1,0.00041631973355537054,558,0.23230641132389676
19,0.47925858596186094,0.44173626145058975,0.8312351515386327,0.6131144156927274,0.638708064034158,0.05922921662595221,0.2915284064291054,1495,0.4476047904191617,0,0.0,0,0.0,1443,0.43203592814371256,5,0.0014970059880239522,397,0.1188622754491018,0,0.0,3026,0.8655606407322655,364,0.10411899313501144,10,0.002860411899313501,1,0.0002860411899313501,95,0.02717391304347826,1,0.0006868131868131869,644,0.4423076923076923,806,0.5535714285714286,4,0.0027472527472527475,0,0.0,1,0.0006868131868131869,678,0.12287060529177238,5,0.0009061254077564335,0,0.0,4566,0.8274737223631751,50,0.009061254077564335,219,0.039688292859731786,346,0.13856627953544254,1,0.00040048057669203043,0,0.0,1930,0.7729275130156188,78,0.031237484981978373,142,0.056868241890268324,909,0.3784346378018318,109,0.04537885095753539,2,0.0008326394671107411,826,0.34388009991673607,0,0.0,556,0.231473771856786
20,0.4804058473488351,0.450652362525752,0.8329638639002642,0.6127126873843063,0.6436956994539748,0.05985574598079407,0.28255472484791944,1548,0.46347305389221555,0,0.0,0,0.0,1370,0.4101796407185629,5,0.0014970059880239522,417,0.1248502994011976,0,0.0,3031,0.8669908466819222,364,0.10411899313501144,10,0.002860411899313501,0,0.0,91,0.02602974828375286,0,0.0,645,0.4429945054945055,805,0.5528846153846154,3,0.0020604395604395605,0,0.0,3,0.0020604395604395605,677,0.12268938021022109,2,0.0003624501631025734,0,0.0,4576,0.8292859731786879,52,0.009423704240666908,211,0.03823849220732149,363,0.14537444933920704,0,0.0,0,0.0,1928,0.7721265518622347,79,0.031637965558670406,127,0.050861033239887866,942,0.39217318900915904,104,0.04329725228975854,1,0.00041631973355537054,813,0.3384679433805162,6,0.002497918401332223,536,0.2231473771856786
21,0.48442490659516685,0.45118446521718036,0.8369560177036413,0.6280408793948842,0.6448988191892389,0.05700879477951058,0.2884604632865457,1551,0.46437125748502994,0,0.0,0,0.0,1365,0.4086826347305389,7,0.002095808383233533,417,0.1248502994011976,1,0.0002860411899313501,3044,0.8707093821510298,342,0.09782608695652174,11,0.003146453089244851,0,0.0,98,0.02803203661327231,0,0.0,625,0.42925824175824173,824,0.5659340659340659,3,0.0020604395604395605,0,0.0,4,0.0027472527472527475,678,0.12287060529177238,5,0.0009061254077564335,0,0.0,4584,0.8307357738310982,46,0.008336353751359188,205,0.03715114171801377,371,0.1485782939527433,1,0.00040048057669203043,0,0.0,1923,0.7701241489787746,75,0.030036043251902282,127,0.050861033239887866,933,0.3884263114071607,103,0.04288093255620316,1,0.00041631973355537054,812,0.33805162364696084,4,0.0016652789342214821,549,0.2285595337218984
22,0.48380496289273506,0.45718184686897734,0.8331799126023169,0.6174434762533476,0.6452642361396095,0.06002624508644007,0.2897340604057187,1600,0.47904191616766467,0,0.0,0,0.0,1309,0.39191616766467063,6,0.0017964071856287425,425,0.12724550898203593,0,0.0,3032,0.8672768878718535,361,0.10326086956521739,5,0.0014302059496567505,0,0.0,98,0.02803203661327231,0,0.0,640,0.43956043956043955,812,0.5576923076923077,1,0.0006868131868131869,0,0.0,3,0.0020604395604395605,728,0.1319318593693367,1,0.0001812250815512867,0,0.0,4551,0.8247553461399058,45,0.008155128669807901,193,0.03497644073939833,379,0.15178213856627953,1,0.00040048057669203043,0,0.0,1933,0.7741289547456949,79,0.031637965558670406,105,0.0420504605526632,953,0.3967527060782681,108,0.044962531223980015,1,0.00041631973355537054,789,0.32847626977518735,4,0.0016652789342214821,547,0.22772689425478768
23,0.48249803746491443,0.4495121322276221,0.8349150279469126,0.6169528603326037,0.6458941971972302,0.06076528728602185,0.2869487197990962,1577,0.4721556886227545,1,0.0002994011976047904,0,0.0,1336,0.4,8,0.0023952095808383233,418,0.1251497005988024,0,0.0,3042,0.870137299771167,353,0.10097254004576658,7,0.002002288329519451,0,0.0,94,0.02688787185354691,0,0.0,645,0.4429945054945055,808,0.554945054945055,1,0.0006868131868131869,0,0.0,2,0.0013736263736263737,721,0.13066328379847772,0,0.0,1,0.0001812250815512867,4547,0.8240304458137007,45,0.008155128669807901,204,0.036969916636462485,382,0.15298358029635561,0,0.0,0,0.0,1915,0.7669203043652383,80,0.032038446135362435,120,0.048057669203043656,996,0.414654454621149,103,0.04288093255620316,1,0.00041631973355537054,755,0.31432139883430477,3,0.0012489592006661116,544,0.22647793505412156
24,0.48055646513674405,0.4501627799075741,0.8354080979124767,0.6127352877896463,0.6456436308351603,0.05935356881820179,0.28003542555740574,1560,0.46706586826347307,0,0.0,0,0.0,1347,0.4032934131736527,5,0.0014970059880239522,428,0.1281437125748503,0,0.0,3058,0.8747139588100686,338,0.09668192219679633,6,0.0017162471395881006,0,0.0,94,0.02688787185354691,0,0.0,659,0.4526098901098901,793,0.5446428571428571,1,0.0006868131868131869,0,0.0,3,0.0020604395604395605,695,0.12595143167814427,1,0.0001812250815512867,0,0.0,4577,0.8294671982602392,45,0.008155128669807901,200,0.03624501631025734,382,0.15298358029635561,1,0.00040048057669203043,0,0.0,1920,0.7689227072486985,78,0.031237484981978373,116,0.04645574689627553,955,0.39758534554537883,106,0.04412989175686927,1,0.00041631973355537054,809,0.33680266444629475,3,0.0012489592006661116,528,0.21981681931723562
