layer,f1_macro,f1_capable_failed,f1_deception,f1_deception_rejection,f1_honest_mistake,f1_natural_deception,f1_truth,cm_capable_failed_capable_failed,cm_norm_capable_failed_capable_failed,cm_capable_failed_deception,cm_norm_capable_failed_deception,cm_capable_failed_deception_rejection,cm_norm_capable_failed_deception_rejection,cm_capable_failed_honest_mistake,cm_norm_capable_failed_honest_mistake,cm_capable_failed_natural_deception,cm_norm_capable_failed_natural_deception,cm_capable_failed_truth,cm_norm_capable_failed_truth,cm_deception_capable_failed,cm_norm_deception_capable_failed,cm_deception_deception,cm_norm_deception_deception,cm_deception_deception_rejection,cm_norm_deception_deception_rejection,cm_deception_honest_mistake,cm_norm_deception_honest_mistake,cm_deception_natural_deception,cm_norm_deception_natural_deception,cm_deception_truth,cm_norm_deception_truth,cm_deception_rejection_capable_failed,cm_norm_deception_rejection_capable_failed,cm_deception_rejection_deception,cm_norm_deception_rejection_deception,cm_deception_rejection_deception_rejection,cm_norm_deception_rejection_deception_rejection,cm_deception_rejection_honest_mistake,cm_norm_deception_rejection_honest_mistake,cm_deception_rejection_natural_deception,cm_norm_deception_rejection_natural_deception,cm_deception_rejection_truth,cm_norm_deception_rejection_truth,cm_honest_mistake_capable_failed,cm_norm_honest_mistake_capable_failed,cm_honest_mistake_deception,cm_norm_honest_mistake_deception,cm_honest_mistake_deception_rejection,cm_norm_honest_mistake_deception_rejection,cm_honest_mistake_honest_mistake,cm_norm_honest_mistake_honest_mistake,cm_honest_mistake_natural_deception,cm_norm_honest_mistake_natural_deception,cm_honest_mistake_truth,cm_norm_honest_mistake_truth,cm_natural_deception_capable_failed,cm_norm_natural_deception_capable_failed,cm_natural_deception_deception,cm_norm_natural_deception_deception,cm_natural_deception_deception_rejection,cm_norm_natural_deception_deception_rejection,cm_natural_deception_honest_mistake,cm_norm_natural_deception_honest_mistake,cm_natural_deception_natural_deception,cm_norm_natural_deception_natural_deception,cm_natural_deception_truth,cm_norm_natural_deception_truth,cm_truth_capable_failed,cm_norm_truth_capable_failed,cm_truth_deception,cm_norm_truth_deception,cm_truth_deception_rejection,cm_norm_truth_deception_rejection,cm_truth_honest_mistake,cm_norm_truth_honest_mistake,cm_truth_natural_deception,cm_norm_truth_natural_deception,cm_truth_truth,cm_norm_truth_truth
27,0.5215254092315624,0.40496416037760685,0.9731666628764323,0.47945444626295686,0.5661478938200315,0.12745956995116992,0.5779597221011767,1129,0.37658438959306206,0,0.0,0,0.0,815,0.27184789859906605,24,0.008005336891260841,1030,0.34356237491661107,2,0.00031113876789047915,6293,0.9789981331673927,15,0.0023335407591785935,0,0.0,0,0.0,118,0.01835718730553827,0,0.0,88,0.6423357664233577,49,0.35766423357664234,0,0.0,0,0.0,0,0.0,536,0.13951067152524727,0,0.0,0,0.0,2511,0.6535658511192087,109,0.028370640291514836,686,0.17855283706402916,251,0.1284544524053224,0,0.0,0,0.0,1089,0.5573183213920164,147,0.0752302968270215,467,0.2389969293756397,659,0.16279644268774704,124,0.030632411067193676,0,0.0,611,0.1509387351778656,74,0.018280632411067192,2580,0.6373517786561265
28,0.5137182904720126,0.4247722632628216,0.9720823966638777,0.41466968325791853,0.5640394955590253,0.13754346492209013,0.5692024391663424,1200,0.400266844563042,0,0.0,0,0.0,748,0.2494996664442962,34,0.01134089392928619,1016,0.3388925950633756,1,0.00015556938394523958,6285,0.9777535780958307,22,0.003422526446795271,1,0.00015556938394523958,0,0.0,119,0.01851275668948351,0,0.0,94,0.6861313868613139,43,0.31386861313868614,0,0.0,0,0.0,0,0.0,531,0.13820926600728786,0,0.0,0,0.0,2469,0.6426340447683498,111,0.028891202498698594,731,0.1902654867256637,238,0.1218014329580348,0,0.0,0,0.0,1072,0.548618219037871,161,0.08239508700102355,483,0.24718526100307062,682,0.16847826086956522,124,0.030632411067193676,0,0.0,621,0.1534090909090909,76,0.018774703557312252,2545,0.6287055335968379
29,0.5099239807458052,0.41043108690129493,0.9719803585184881,0.42124608819345666,0.5605629409031374,0.12748994518585163,0.567833464772603,1150,0.38358905937291526,0,0.0,0,0.0,788,0.2628418945963976,33,0.011007338225483656,1027,0.34256170780520345,1,0.00015556938394523958,6296,0.9794648413192284,20,0.0031113876789047915,0,0.0,0,0.0,111,0.017268201617921593,0,0.0,94,0.6861313868613139,43,0.31386861313868614,0,0.0,0,0.0,0,0.0,523,0.13612701717855283,0,0.0,0,0.0,2470,0.6428943258719417,130,0.0338365434669443,719,0.18714211348256116,249,0.12743091095189354,0,0.0,0,0.0,1085,0.5552712384851587,149,0.07625383828045036,471,0.24104401228249744,682,0.16847826086956522,137,0.03384387351778656,0,0.0,626,0.15464426877470355,75,0.018527667984189724,2528,0.6245059288537549
30,0.5137459617184724,0.41205415213936003,0.9715747883497233,0.44240001974918536,0.5655705960708335,0.12448779093869991,0.5663884230630323,1152,0.3842561707805203,0,0.0,0,0.0,800,0.266844563042028,30,0.01000667111407605,1016,0.3388925950633756,2,0.00031113876789047915,6290,0.9785314250155569,23,0.00357809583074051,0,0.0,0,0.0,113,0.017579340385812072,0,0.0,91,0.6642335766423357,46,0.3357664233576642,0,0.0,0,0.0,0,0.0,501,0.1304008328995315,0,0.0,0,0.0,2501,0.65096304008329,114,0.029672045809474232,726,0.18896408120770433,240,0.12282497441146366,0,0.0,0,0.0,1083,0.5542476970317298,144,0.0736949846468782,487,0.24923234390992835,697,0.17218379446640317,139,0.034337944664031624,0,0.0,617,0.1524209486166008,70,0.017292490118577076,2525,0.6237648221343873
31,0.5194334835944571,0.421050305717113,0.9716285185304538,0.4600093808630394,0.5655022626777195,0.13099266362873876,0.5674177701496786,1192,0.3975983989326217,0,0.0,0,0.0,780,0.2601734489659773,27,0.009006004002668445,999,0.33322214809873246,1,0.00015556938394523958,6285,0.9777535780958307,22,0.003422526446795271,0,0.0,0,0.0,120,0.018668326073428748,0,0.0,89,0.6496350364963503,48,0.35036496350364965,0,0.0,0,0.0,0,0.0,526,0.1369078604893285,0,0.0,0,0.0,2498,0.6501821967725143,106,0.027589796980739198,712,0.185320145757418,236,0.12077789150460594,0,0.0,0,0.0,1091,0.5583418628454453,151,0.07727737973387923,476,0.2436028659160696,705,0.1741600790513834,135,0.033349802371541504,0,0.0,623,0.15390316205533597,68,0.016798418972332016,2517,0.6217885375494071
32,0.5168056412148393,0.4162795204083894,0.9709552402287924,0.45704453441295556,0.563884177562569,0.1312980620877466,0.5613723125885832,1176,0.3922615076717812,0,0.0,0,0.0,800,0.266844563042028,34,0.01134089392928619,988,0.3295530353569046,1,0.00015556938394523958,6285,0.9777535780958307,21,0.003266957062850031,0,0.0,0,0.0,121,0.01882389545737399,0,0.0,90,0.656934306569343,47,0.34306569343065696,0,0.0,0,0.0,0,0.0,504,0.13118167621030713,0,0.0,0,0.0,2493,0.6488807912545549,116,0.03019260801665799,729,0.18974492451847996,244,0.12487205731832139,0,0.0,0,0.0,1082,0.5537359263050153,153,0.07830092118730808,475,0.24309109518935518,724,0.17885375494071146,143,0.035326086956521736,0,0.0,625,0.15439723320158102,74,0.018280632411067192,2482,0.6131422924901185
33,0.5170078920935585,0.4124874979544355,0.971572770740807,0.46044538706256627,0.5613597474124823,0.12929052840832264,0.566891420982737,1169,0.38992661774516346,0,0.0,0,0.0,803,0.26784523015343564,29,0.009673115410273516,997,0.3325550366911274,1,0.00015556938394523958,6289,0.9783758556316117,20,0.0031113876789047915,0,0.0,0,0.0,118,0.01835718730553827,0,0.0,90,0.656934306569343,47,0.34306569343065696,0,0.0,0,0.0,0,0.0,537,0.13977095262883915,0,0.0,0,0.0,2479,0.6452368558042686,122,0.031754294638209266,704,0.18323789692868298,256,0.13101330603889458,0,0.0,0,0.0,1084,0.5547594677584442,151,0.07727737973387923,463,0.23694984646878198,705,0.1741600790513834,139,0.034337944664031624,0,0.0,624,0.1541501976284585,76,0.018774703557312252,2504,0.6185770750988142
34,0.5124551390564122,0.4074901489683927,0.9715111087180663,0.4350195212009321,0.5618262345349037,0.13435401112433704,0.5645298097918412,1148,0.3829219479653102,0,0.0,0,0.0,813,0.271180787191461,35,0.011674449633088725,1002,0.3342228152101401,1,0.00015556938394523958,6292,0.9788425637834475,19,0.002955818294959552,0,0.0,0,0.0,116,0.01804604853764779,0,0.0,93,0.6788321167883211,44,0.32116788321167883,0,0.0,0,0.0,0,0.0,519,0.1350858927641853,0,0.0,0,0.0,2486,0.6470588235294118,120,0.031233732431025507,717,0.1866215512753774,255,0.13050153531218014,0,0.0,0,0.0,1081,0.553224155578301,157,0.08034800409416581,461,0.2359263050153531,713,0.17613636363636365,140,0.03458498023715415,0,0.0,627,0.15489130434782608,73,0.018033596837944664,2495,0.6163537549407114
35,0.5116259370070465,0.4167760740026837,0.9712844453651623,0.42704875267804326,0.5587456319104842,0.1332635682223114,0.562637149863594,1181,0.39392928619079387,0,0.0,0,0.0,808,0.2695130086724483,31,0.010340226817878585,978,0.32621747831887926,1,0.00015556938394523958,6291,0.9786869943995021,20,0.0031113876789047915,0,0.0,0,0.0,116,0.01804604853764779,0,0.0,94,0.6861313868613139,43,0.31386861313868614,0,0.0,0,0.0,0,0.0,524,0.13638729828214471,0,0.0,0,0.0,2475,0.644195731389901,111,0.028891202498698594,732,0.1905257678292556,239,0.12231320368474924,0,0.0,0,0.0,1103,0.5644831115660184,155,0.07932446264073695,457,0.2338792221084954,724,0.17885375494071146,141,0.03483201581027668,0,0.0,631,0.1558794466403162,74,0.018280632411067192,2478,0.6121541501976284
36,0.5078251937904673,0.40631778464169876,0.9719043098584988,0.42394037762458814,0.5569111450020701,0.12563307388053224,0.5622444717354155,1146,0.38225483655770515,0,0.0,0,0.0,818,0.27284856571047367,41,0.013675783855903937,993,0.3312208138759173,1,0.00015556938394523958,6296,0.9794648413192284,18,0.0028002489110143126,0,0.0,0,0.0,113,0.017579340385812072,0,0.0,95,0.6934306569343066,42,0.30656934306569344,0,0.0,0,0.0,0,0.0,533,0.13872982821447163,0,0.0,0,0.0,2473,0.6436751691827174,123,0.032014575741801145,713,0.1855804268610099,233,0.11924257932446264,0,0.0,0,0.0,1112,0.5690890481064483,147,0.0752302968270215,462,0.23643807574206754,728,0.17984189723320157,137,0.03384387351778656,0,0.0,636,0.15711462450592886,72,0.017786561264822136,2475,0.6114130434782609
37,0.5109417581864509,0.411349775007014,0.9724214035250933,0.426133420870263,0.5600876411547866,0.12641408820203265,0.569244220359516,1159,0.3865910607071381,0,0.0,0,0.0,803,0.26784523015343564,34,0.01134089392928619,1002,0.3342228152101401,1,0.00015556938394523958,6294,0.9791537025513379,17,0.002644679527069073,0,0.0,0,0.0,116,0.01804604853764779,0,0.0,95,0.6934306569343066,42,0.30656934306569344,0,0.0,0,0.0,0,0.0,528,0.13742842269651223,0,0.0,0,0.0,2476,0.6444560124934929,124,0.032274856845393024,714,0.18584070796460178,245,0.1253838280450358,0,0.0,0,0.0,1102,0.563971340839304,148,0.07574206755373593,459,0.23490276356192427,702,0.1734189723320158,128,0.03162055335968379,0,0.0,618,0.15266798418972333,78,0.019268774703557312,2522,0.6230237154150198
38,0.5113052986098187,0.41254617926054743,0.9712382197260417,0.43919028340080973,0.5556771453665543,0.12042120865171162,0.5687587552532472,1168,0.3895930620413609,0,0.0,0,0.0,827,0.27585056704469646,39,0.013008672448298866,964,0.32154769846564374,0,0.0,6281,0.9771313005600498,18,0.0028002489110143126,1,0.00015556938394523958,0,0.0,128,0.019912881144990666,0,0.0,93,0.6788321167883211,44,0.32116788321167883,0,0.0,0,0.0,0,0.0,545,0.14185320145757419,0,0.0,0,0.0,2474,0.6439354502863092,121,0.031494013534617386,702,0.18271733472149923,240,0.12282497441146366,0,0.0,0,0.0,1129,0.5777891504605936,141,0.07215967246673491,444,0.22722620266120777,710,0.17539525691699603,132,0.03260869565217391,0,0.0,631,0.1558794466403162,77,0.019021739130434784,2498,0.6170948616600791
39,0.5105654670091362,0.40192995896493755,0.9722734088112363,0.44466036887089516,0.5579822714468721,0.12195919516532135,0.564587598795555,1126,0.37558372248165445,0,0.0,0,0.0,852,0.28418945963975983,46,0.015343562374916611,974,0.3248832555036691,1,0.00015556938394523958,6295,0.9793092719352832,15,0.0023335407591785935,0,0.0,0,0.0,117,0.01820161792159303,0,0.0,93,0.6788321167883211,44,0.32116788321167883,0,0.0,0,0.0,0,0.0,524,0.13638729828214471,0,0.0,0,0.0,2496,0.6496616345653305,114,0.029672045809474232,708,0.1842790213430505,244,0.12487205731832139,0,0.0,0,0.0,1102,0.563971340839304,142,0.07267144319344933,466,0.23848515864892528,709,0.1751482213438735,133,0.03285573122529644,0,0.0,654,0.1615612648221344,69,0.017045454545454544,2483,0.6133893280632411
40,0.5148424344961949,0.40809623755716923,0.972604706412165,0.45620137299771163,0.5588819130424713,0.12995695300732335,0.5633134239603296,1161,0.38725817211474317,0,0.0,1,0.000333555703802535,826,0.2755170113408939,42,0.014009339559706471,968,0.3228819212808539,1,0.00015556938394523958,6302,0.9803982576228998,12,0.001866832607342875,0,0.0,0,0.0,113,0.017579340385812072,0,0.0,92,0.6715328467153284,45,0.3284671532846715,0,0.0,0,0.0,0,0.0,538,0.14003123373243104,0,0.0,0,0.0,2482,0.6460176991150443,127,0.03305570015616866,695,0.18089536699635606,248,0.1269191402251791,0,0.0,0,0.0,1100,0.5629477993858751,153,0.07830092118730808,453,0.23183213920163767,742,0.183300395256917,137,0.03384387351778656,0,0.0,631,0.1558794466403162,77,0.019021739130434784,2461,0.6079545454545454
41,0.5100463963442889,0.4075410115854944,0.9726176924953902,0.44617135353977455,0.556332540147984,0.11586713990688771,0.561748640390203,1149,0.38325550366911276,0,0.0,0,0.0,836,0.27885256837891925,29,0.009673115410273516,984,0.32821881254169444,1,0.00015556938394523958,6305,0.9808649657747356,15,0.0023335407591785935,0,0.0,0,0.0,107,0.016645924082140634,0,0.0,93,0.6788321167883211,44,0.32116788321167883,0,0.0,0,0.0,0,0.0,526,0.1369078604893285,1,0.0002602811035918792,0,0.0,2494,0.6491410723581468,115,0.02993232691306611,706,0.18375845913586675,251,0.1284544524053224,0,0.0,0,0.0,1122,0.5742067553735927,133,0.06806550665301944,448,0.2292732855680655,714,0.17638339920948617,138,0.03409090909090909,0,0.0,671,0.16576086956521738,67,0.016551383399209488,2458,0.6072134387351779
